PstId|PhoId|StiBezeichnungS|StiSynonymS
12253|87040|Ljusstakar|
12254|87040|Kväll|
12255|87040|Marknadsföring|Bild använd i marknadsföring
12256|87040|Liggande|Marknadsföring
12257|87025|Hedvig Eleonora|
12259|87025|Drottning|
12260|87025|Kvinna|Kvinnor
12261|87025|Urringningar|
12262|87025|Hund|Hundar Djur
12264|87025|Porträtt|Konst
12265|87025|Drottningar|
12266|87025|Svensk|Svenska
12267|87025|Ram|Ramar
12268|87025|Regent|Regenter
12269|87025|Målning|Målningar Konst
12270|87025|Föremålsbild|
12271|87025|Klöcker|
12272|87025|Ehrenstrahl|
12274|87032|Konservering|
12276|87032|Baksidan|
12277|87032|Föremålsbild|
12328|87364|Sköldar|
12329|87364|Sköld|Sköldar
12330|87364|1500-tal|
12331|87364|Libaerts|
12332|87364|Guld|
12333|87364|Stål|
12334|87364|Erik XIV|
12335|87364|Rustningar|Blankvapen
12336|87364|Föremålsbild|
12337|87365|Porträtt|Konst
12338|87365|Sture|
12339|87365|Svante|
12340|87365|Herrmode|Herrmoden Trender
12341|87365|Hund|Hundar Djur
12342|87365|Slängkappa|Caper Dräkter Ytterplagg Kläder Slängkappor
12343|87365|Pipkrage|Pipkragar
12344|87365|Målning|Målningar Konst
12345|87365|Blondin|Blondiner
12346|87365|Randigt|Randiga
12347|87365|1600-tal|
12348|87365|Föremålsbild|
12349|87366|Sköld|Sköldar
12350|87366|Libaerts|
12351|87366|Rustning|Rustningar
12352|87366|Baksida|Baksidor
12353|87366|Föremålsbild|
12354|87271|Fältbindel|Fältbindlar
12355|87271|Skägg|Skäggiga
12356|87271|Mustasch|Mustascher
12357|87271|Porträtt|Konst
12358|87271|Målning|Målningar Konst
12359|87271|Bielke|
12360|87271|Krage|Kragar
12361|87271|Nils|
12362|87271|Herrmode|Herrmoden Trender
12363|87271|Barocken|Barockstil Barocka
12364|87271|1600-tal|
12365|87271|Man|Män
12366|87272|Skägg|Skäggiga
12367|87272|Vasa|Wasa
12368|87272|Erik|
12370|87272|Pipkrage|Pipkragar
12371|87272|Pasch d.y.|
12372|87272|Ram|Ramar
12373|87272|Föremålsbild|
12374|87273|Interiör|Interiörer
12375|87273|Ofullbordade salen|Interiör
12376|87273|Miljöbild|Miljöbilder
12377|87273|Stående|Marknadsföring
12378|87274|Ofullbordade salen|Interiör
12379|87274|Interiör|Interiörer
12380|87274|Miljöbild|Miljöbilder
12381|87274|Liggande|Marknadsföring
12382|87276|Ofullbordade salen|Interiör
12383|87276|Interiör|Interiörer
12384|87276|Arkitektur|
12385|87276|Slott|
12386|87276|Miljöbild|Miljöbilder
12387|87276|Liggande|Marknadsföring
12388|87277|Rustkammaren|Vapen
12389|87277|Rustningar|Blankvapen
12390|87277|Interiör|Interiörer
12391|87277|Miljöbild|Miljöbilder
12392|87277|Liggande|Marknadsföring
12393|87278|Handfat|
12394|87278|Handkanna|
12397|87278|Barocken|Barockstil Barocka
12398|87278|Föremålsbild|
12399|87278|Serpentinsten|
12401|87279|Ljusstakar|
12402|87279|Serpentinsten|
12403|87279|Barocken|Barockstil Barocka
12404|87279|Föremålsbild|
12405|87280|Dryckeskärl|
12406|87280|Kanna|Kannor
12407|87280|Serpentinsten|
12408|87280|Barocken|Barockstil Barocka
12409|87280|Föremålsbild|
12410|87281|Dryckeskärl|
12411|87281|Serpentinsten|
12412|87281|Mugg|Muggar
12413|87281|Barocken|Barockstil Barocka
12414|87281|Föremålsbild|
12415|87280|Mugg|Muggar
12416|87282|Bordssurtout|
12417|87282|Barocken|Barockstil Barocka
12418|87282|Serpentinsten|
12419|87282|Föremålsbild|
12420|87282|Servis|Serviser
12421|87281|Kanna|Kannor
12422|87283|Flaska|Flaskor
12423|87283|Serpentin|Sten
12424|87283|Barocken|Barockstil Barocka
12425|87283|Föremålsbild|
12426|87284|Flaska|Flaskor
12427|87284|Serpentin|Sten
12428|87284|Barocken|Barockstil Barocka
12429|87284|Föremålsbild|
12442|87300|Jägare|Jakt
12443|87300|Dräkter|Kläder
12445|87300|Höst|
12446|87300|Fasan|
12447|87300|Liggande|Marknadsföring
12448|87300|Marknadsföring|Bild använd i marknadsföring
12451|87300|Miljöbild|Miljöbilder
12452|87300|Jaktbyte|
12458|87302|Porträtt|Konst
12459|87302|Man|Män
12460|87302|Målning|Målningar Konst
12461|87302|Rustning|Rustningar
12462|87302|Mustasch|Mustascher
12463|87302|Åminne|
12464|87302|Bengt|
12465|87302|Barocken|Barockstil Barocka
12466|87302|Ram|Ramar
12467|87302|Mörk|
12468|87302|Föremålsbild|
12469|87330|Ram|Ramar
12470|87330|Häst|Hästar Djur
12471|87330|Pastell|
12472|87330|Målning|Målningar Konst
12473|87330|Husarer|
12474|87330|Romantiken|Romantiska
12475|87330|Föremålsbild|
12476|87330|Kiörboe|
12477|87332|Häst|Hästar Djur
12478|87332|Djurmotiv|Djur
12479|87332|Ram|Ramar
12480|87332|Kiörboe|
12481|87332|Målning|Målningar Konst
12482|87332|Föremålsbild|
12483|87333|Häst|Hästar Djur
12484|87333|Kiörboe|
12485|87333|Ram|Ramar
12486|87333|Målning|Målningar Konst
12487|87333|Djurmotiv|Djur
12488|87333|Föremålsbild|
12489|87343|Kurland|
12490|87343|Karta|Kartor
12491|87343|Föremålsbild|
12492|87342|Hund|Hundar Djur
12493|87342|Grafik|Tryck
12494|87342|Föremålsbild|
12495|87342|Bok|Böcker
12496|87335|Kiörboe|
12497|87335|Häst|Hästar Djur
12498|87335|Pastell|
12499|87335|Målning|Målningar Konst
12500|87335|Kavallerist|
12501|87335|Sadel|Sadlar Ridutrustning
12502|87335|Ram|Ramar
12503|87335|Föremålsbild|
12504|87312|Pistoler|Skjutvapen Eldvapen
12505|87312|Detalj|Närbild Detaljer
12506|87312|Skulpterad|Skulpterade
12507|87312|Föremålsbild|
12508|87034|Ahrenfeldt|
12509|87034|Ulfeldt|
12510|87034|Heraldik|
12511|87034|Vapen|
12512|87034|Detalj|Närbild Detaljer
12513|87034|Tapet|Tapeter
12514|87034|Föremålsbild|
12516|86564|Le Manège Moderne|
12517|86564|Plansch|Planscher
12519|86564|Dressyr|
12520|86564|Grafik|Tryck
12521|86564|Hästsport|
12522|86564|Eisenberg|
12523|86564|Föremålsbild|
12524|86564|1700-tal|
12525|86573|Dressyr|
12526|86573|Hästsport|
12527|86573|Ryttare|
12528|86573|Plansch|Planscher
12529|86573|Eisenberger|
12530|86573|Le Manège Moderne|
12531|86573|Grafik|Tryck
12532|86573|Föremålsbild|
12533|86573|1700-tal|
12534|86573|Ridsport|
12535|86564|Ridsport|
12536|86566|Häst|Hästar Djur
12537|86566|Dressyr|
12538|86566|Le Manège Moderne|
12539|86566|Eisenberg|
12540|86566|Ridsport|
12541|86566|Plansch|Planscher
12542|86566|Grafik|Tryck
12543|86566|Föremålsbild|
12544|86549|La fin du Cheval|
12546|86549|Omslag|
12547|86549|Framsidor|
12548|86549|Häst|Hästar Djur
12549|86549|Ridsport|
12550|86549|Grafik|Tryck
12551|86549|Föremålsbild|
12552|86549|Giffard|
12553|86549|Transport|Transporter
12554|86549|Bil|
12555|86549|Cykel|Cyklar Transporter
12556|86572|Le Manège Moderne|
12557|86572|Häst|Hästar Djur
12558|86572|Ryttare|
12559|86572|Dressyr|
12560|86572|Ridsport|
12561|86572|Plansch|Planscher
12562|86572|Grafik|Tryck
12563|86572|Föremålsbild|
12564|86572|Eisenberg|
12565|86571|Dressyr|
12566|86571|Le Manège Moderne|
12567|86571|Häst|Hästar Djur
12568|86571|Ridsport|
12569|86571|Eisenberg|
12570|86571|Plansch|Planscher
12571|86571|Grafik|Tryck
12572|86571|Föremålsbild|
12573|86568|Dressyr|
12574|86568|Ridsport|
12575|86568|Plansch|Planscher
12576|86568|Ryttare|
12577|86568|Häst|Hästar Djur
12578|86568|Le Manège Moderne|
12579|86568|Grafik|Tryck
12580|86568|Eisenberg|
12581|86568|Föremålsbild|
12582|86569|Dressyr|
12583|86569|Plansch|Planscher
12584|86569|Ryttare|
12585|86569|Häst|Hästar Djur
12586|86569|Föremålsbild|
12587|86569|Eisenberg|
12588|86569|Le Manège Moderne|
12589|86593|Hästskor|
12590|86593|Plansch|Planscher
12591|86593|Le Noveaux Parfait Marechal|
12592|86593|Garsault|
12593|86593|Grafik|Tryck
12594|86593|Föremålsbild|
12595|86595|Le Noveaux Parfait Marechal|
12596|86595|Träns|Hästutrustning
12597|86595|Tornervapen|
12598|86595|Plansch|Planscher
12599|86595|Grafik|Tryck
12600|86595|Ridsport|
12601|86595|Garsault|
12602|86595|Föremålsbild|
12603|86601|Schabrak|Ridutrustningar
12604|86601|Häst|Hästar Djur
12605|86601|Le Noveaux Parfait Marechal|
12606|86601|Flugnät|
12607|86601|Garsault|
12608|86601|Plansch|Planscher
12609|86601|Föremålsbild|
12610|86607|Stallmästarevetenskapen|
12612|86607|Sadel|Sadlar Ridutrustning
12613|86607|Ridutrustning|Ridutrustningar
12614|86607|Hästutrustning|
12615|86607|Plansch|Planscher
12616|86607|Lewin|
12617|86607|Grafik|Tryck
12618|86607|Föremålsbild|
12619|86570|Dressyr|
12620|86570|Le Manège Moderne|
12621|86570|Plansch|Planscher
12622|86570|Ridsport|
12623|86570|Häst|Hästar Djur
12624|86570|Grafik|Tryck
12625|86570|Eisenberg|
12626|86570|Föremålsbild|
12627|86570|1700-tal|
12628|86567|Le Manège Moderne|
12629|86567|Dressyr|
12630|86567|Plansch|Planscher
12631|86567|Häst|Hästar Djur
12632|86567|Föremålsbild|
12633|86567|Eisenberg|
12634|86565|Häst|Hästar Djur
12635|86565|Le Manège Moderne|
12636|86565|Plansch|Planscher
12637|86565|Föremålsbild|
12638|86565|Eisenberg|
12639|86574|Le Manège Moderne|
12640|86574|Plansch|Planscher
12641|86574|Häst|Hästar Djur
12642|86574|Eisenberg|
12643|86574|Föremålsbild|
12644|86559|Häst|Hästar Djur
12645|86559|Military Equitation|
12646|86559|Dressyr|
12647|86559|Plansch|Planscher
12649|86559|Föremålsbild|
12650|86011|Ridsport|
12651|86011|Förening|Föreningar
12652|86011|Märke|Logotyp Logga Märken
12653|86011|Föremålsbild|
12654|86597|Plansch|Planscher
12655|86597|Sadel|Sadlar Ridutrustning
12656|86597|Stallmästarevetenskapen|
12657|86597|Föremålsbild|
12658|86605|Ryttare|
12659|86605|Plansch|Planscher
12660|86605|Dressyr|
12661|86605|Stallmästarevetenskapen|
12662|86605|Föremålsbild|
12663|86556|Le Cheval et L´Amazone|
12664|86556|Damsadel|Ridutrustning
12665|86556|Plansch|Planscher
12666|86556|Ridsport|
12667|86556|Föremålsbild|
12668|86603|Häst|Hästar Djur
12669|86603|Plansch|Planscher
12670|86603|Anatomi|
12671|86603|Föremålsbild|
12672|86560|Häst|Hästar Djur
12673|86560|Plansch|Planscher
12674|86560|Dressyr|
12675|86560|Military Equitation|
12676|86560|Föremålsbild|
12678|86562|Häst|Hästar Djur
12679|86562|Ryttare|
12680|86562|Plansch|Planscher
12681|86562|Föremålsbild|
12682|86562|Ridsport|
12683|86591|Plansch|Planscher
12684|86591|Anatomi|
12685|86591|Häst|Hästar Djur
12686|86591|Grafik|Tryck
12687|86591|Djur|
12688|86591|Föremålsbild|
12689|86588|Anatomi|
12690|86588|Häst|Hästar Djur
12691|86588|Plansch|Planscher
12692|86588|Djur|
12693|86588|Grafik|Tryck
12694|86588|Föremålsbild|
12695|86557|Military Equitation|
12696|86557|Dressyr|
12697|86557|Ryttare|
12698|86557|Ridsport|
12699|86557|Plansch|Planscher
12700|86557|Föremålsbild|
12702|86563|Häst|Hästar Djur
12703|86563|Plansch|Planscher
12704|86563|Föremålsbild|
12705|86606|Plansch|Planscher
12706|86606|Ryttare|
12707|86606|Dressyr|
12708|86606|Häst|Hästar Djur
12709|86606|Föremålsbild|
12710|86599|Bett|Betsel
12711|86599|Hästutrustning|
12712|86599|Plansch|Planscher
12713|86599|Föremålsbild|
12714|48206|Hylsförkortare|
12715|48206|Föremålsbild|
12716|56767|Hylsförkortare|
12717|56767|Föremålsbild|
12718|56767|Vapen|
12719|48206|Vapen|
12720|16778|Dokumentation|
12721|8215|Dokumentation|
12722|85261|Dokumentation|
12723|85261|Krigsbyte|Utställningar
12724|8215|Krigsbyte|Utställningar
12725|16778|Krigsbyte|Utställningar
12726|76701|Dokumentation|
12727|68142|Dokumentation|
12728|68142|Krigsbyte|Utställningar
12729|59580|Dokumentation|
12730|59580|Krigsbyte|Utställningar
12731|51019|Dokumentation|
12732|51019|Krigsbyte|Utställningar
12733|42459|Krigsbyte|Utställningar
12734|42459|Dokumentation|
12735|33900|Dokumentation|
12736|33900|Krigsbyte|Utställningar
12737|25339|Krigsbyte|Utställningar
12738|25339|Dokumentation|
12739|16777|Dokumentation|
12740|16777|Krigsbyte|Utställningar
12741|8214|Krigsbyte|Utställningar
12742|8214|Dokumentation|
12743|85260|Dokumentation|
12744|85260|Föremålsbild|
12745|76700|Dokumentation|
12746|76700|Krigsbyte|Utställningar
12747|68141|Dokumentation|
12748|68141|Krigsbyte|Utställningar
12749|59579|Krigsbyte|Utställningar
12750|59579|Dokumentation|
12751|51018|Krigsbyte|Utställningar
12752|51018|Dokumentation|
12753|42458|Dokumentation|
12754|42458|Krigsbyte|Utställningar
12755|33899|Dokumentation|
12756|33899|Krigsbyte|Utställningar
12757|25338|Krigsbyte|Utställningar
12758|25338|Dokumentation|
12759|16776|Krigsbyte|Utställningar
12760|16776|Dokumentation|
12761|8213|Dokumentation|
12762|8213|Krigsbyte|Utställningar
12763|85259|Dokumentation|
12764|85259|Krigsbyte|Utställningar
12765|76699|Dokumentation|
12766|76699|Krigsbyte|Utställningar
12767|68140|Dokumentation|
12768|68140|Krigsbyte|Utställningar
12769|59578|Dokumentation|
12770|59578|Krigsbyte|Utställningar
12771|51017|Dokumentation|
12772|51017|Krigsbyte|Utställningar
12773|42457|Krigsbyte|Utställningar
12774|42457|Dokumentation|
12775|33898|Dokumentation|
12776|33898|Krigsbyte|Utställningar
12777|25337|Dokumentation|
12778|25337|Krigsbyte|Utställningar
12779|16775|Krigsbyte|Utställningar
12780|16775|Dokumentation|
12781|8212|Dokumentation|
12782|8212|Krigsbyte|Utställningar
12783|85258|Krigsbyte|Utställningar
12784|85258|Dokumentation|
12785|76698|Dokumentation|
12786|76698|Krigsbyte|Utställningar
12787|68139|Dokumentation|
12788|68139|Krigsbyte|Utställningar
12789|59577|Dokumentation|
12790|59577|Krigsbyte|Utställningar
12791|51016|Krigsbyte|Utställningar
12792|51016|Dokumentation|
12793|42456|Dokumentation|
12794|42456|Krigsbyte|Utställningar
12795|33897|Dokumentation|
12796|33897|Krigsbyte|Utställningar
12797|25336|Dokumentation|
12798|25336|Krigsbyte|Utställningar
12799|16774|Dokumentation|
12800|16774|Krigsbyte|Utställningar
12801|8211|Dokumentation|
12802|8211|Krigsbyte|Utställningar
12803|85257|Dokumentation|
12804|85257|Krigsbyte|Utställningar
12805|76697|Dokumentation|
12806|76697|Krigsbyte|Utställningar
12807|68138|Dokumentation|
12808|68138|Krigsbyte|Utställningar
12809|59576|Dokumentation|
12810|59576|Krigsbyte|Utställningar
12811|51015|Dokumentation|
12813|42455|Dokumentation|
12815|33896|Dokumentation|
12817|33896|Den oumbärliga väskan|Utställningar
12818|51015|Den oumbärliga väskan|Utställningar
12819|42455|Den oumbärliga väskan|Utställningar
12820|25335|Den oumbärliga väskan|Utställningar
12821|25335|Dokumentation|
12822|16773|Dokumentation|
12823|16773|Den oumbärliga väskan|Utställningar
12824|8210|Den oumbärliga väskan|Utställningar
12825|8210|Dokumentation|
12826|85256|Dokumentation|
12827|85256|Den oumbärliga väskan|Utställningar
12828|76696|Dokumentation|
12829|76696|Den oumbärliga väskan|Utställningar
12830|68137|Dokumentation|
12831|68137|Den oumbärliga väskan|Utställningar
12832|59575|Dokumentation|
12833|59575|Den oumbärliga väskan|Utställningar
12834|51014|Dokumentation|
12835|51014|Den oumbärliga väskan|Utställningar
12836|42454|Dokumentation|
12837|42454|Den oumbärliga väskan|Utställningar
12838|33895|Dokumentation|
12839|33895|Den oumbärliga väskan|Utställningar
12840|25334|Dokumentation|
12841|25334|Den oumbärliga väskan|Utställningar
12842|16772|Den oumbärliga väskan|Utställningar
12843|16772|Dokumentation|
12844|8209|Dokumentation|
12845|8209|Den oumbärliga väskan|Utställningar
12846|85255|Dokumentation|
12847|85255|Den oumbärliga väskan|Utställningar
12848|76695|Dokumentation|
12849|76695|Den oumbärliga väskan|Utställningar
12850|68136|Dokumentation|
12851|68136|Den oumbärliga väskan|Utställningar
12852|59574|Dokumentation|
12853|59574|Den oumbärliga väskan|Utställningar
12854|51013|Dokumentation|
12855|51013|Den oumbärliga väskan|Utställningar
12856|42453|Dokumentation|
12857|42453|Den oumbärliga väskan|Utställningar
12858|33894|Skjorta|Skjortor Kläder
12860|33894|Karl XIII|Carl XIII
12861|33894|Herrmode|Herrmoden Trender
12862|33894|1700-tal|
12863|33894|Föremålsbild|
12864|25333|Marskalksstav|
12865|25333|Föremålsbild|
12866|16771|Marskalksstav|
12867|16771|Föremålsbild|
12871|85254|Funktionshindrade|Handikappade
12872|85254|Bok|Böcker
12873|85254|Ulriksdal|
12874|85254|Grafik|Tryck
12875|85254|Föremålsbild|
12876|76694|Sjukvård|
12877|76694|Kista|
12878|76694|Förvaring|Förvara
12879|76694|Föremålsbild|
12880|68135|Handskrift|Handskrifter
12881|68135|Timmermansorden|Ordnar
12882|68135|Ordnar|
12883|68135|Föremålsbild|
12884|68135|Pappersdokument|
12885|59573|Räkenskaper|
12886|59573|Timmermansorden|Ordnar
12887|59573|Handskrift|Handskrifter
12888|59573|Föremålsbild|
12889|51012|Grafik|Tryck
12890|51012|Timmermansorden|Ordnar
12891|51012|Föremålsbild|
12892|42452|Grafik|Tryck
12893|42452|Timmermansorden|Ordnar
12894|42452|Föremålsbild|
12895|42452|Allseende ögat|
12896|51012|Allseende ögat|
12897|33893|Bok|Böcker
12898|33893|Pärm|Pärmar
12899|33893|Matrikel|
12900|33893|Timmermansorden|Ordnar
12901|33893|Föremålsbild|
12906|51009|Flintlåsstudsare|Jaktvapen Skjutvapen
12907|51009|Föremålsbild|
12908|85253|Dosa|Dosor
12909|85253|Silver|
12910|85253|Privat|
12911|59388|Detalj|Närbild Detaljer
12912|59388|Väska|Väskor
12913|59388|Bruna|Brunt
12914|59388|Föremålsbild|
12915|86761|Detalj|Närbild Detaljer
12916|86761|Broderier|Broderade
12917|86761|Textilier|Tyger
12918|86761|Föremålsbild|
12919|86761|Barnklänning|
12920|86647|Serafimerorden|Ordnar
12921|86647|Kedja|
12922|86647|Kors|
12923|86647|Föremålsbild|
12924|59568|Elddon|
12925|59568|Teknik|
12926|59568|Föremålsbild|
12927|86753|Hovdräkter|
12928|86753|Hovuniform|
12929|86753|Eichstätt|
12930|86753|Gröna|Grönt
12931|86753|Kläder|Dräkter
12932|86753|Föremålsbild|
12933|16766|Inredning|Interiörer
12934|16766|Sängkammaren|
12935|16766|Pelarbord|
12936|16766|Teckning|Teckningar
12937|16766|Sänghimmel|Sänghimmlar
12938|16766|Föremålsbild|
12940|16766|S:t Gallen|
12941|76691|Brud|Bröllops Brudar
12942|76691|Diadem|Accessoarer Tiara
12943|76691|Louise|
12944|76691|Bröllop|
12945|76691|Föremålsbild|
12946|76691|Pärlor|
12947|59571|Sabel|Sablar Blankvapen
12948|59571|Blankvapen|Vapen
12949|59571|Föremålsbild|
12956|25147|Den oumbärliga väskan|Utställningar
12957|25147|Tulpan|Tulpaner Blomma Blommor
12958|25147|Gustaf V|
12959|25147|Detalj|Närbild Detaljer
12960|25147|Broderad|Broderade
12961|25147|Föremålsbild|
12962|25190|Portmonnä|Förvaring
12963|25190|Den oumbärliga väskan|Utställningar
12964|25190|Detalj|Närbild Detaljer
12965|25190|Väska|Väskor
12966|25190|Föremålsbild|
12967|33889|Sigillstamp|Stämplar
12968|33889|Karl XIII|Carl XIII
12969|33889|Stämpel|Stämplar
12970|33889|Föremålsbild|
12971|33889|Unionen|
12972|8204|Flintlåsstudsare|Jaktvapen Skjutvapen
12973|8204|Permjakov|
12974|8204|Föremålsbild|
12975|42310|Väska|Väskor
12976|42310|Detalj|Närbild Detaljer
12978|42310|Karl XII|Carl XII
12979|42310|Monogram|
12980|42310|Broderad|Broderade
12981|67949|Väska|Väskor
12982|67949|Den oumbärliga väskan|Utställningar
12983|67949|Detalj|Närbild Detaljer
12984|67949|Blåa|Blått
12985|67949|Föremålsbild|
12986|86879|Emblem|
12988|86879|Oscar II|Oskar II
12989|86879|Unionen|
12990|86879|Föremålsbild|
12992|86879|Märke|Logotyp Logga Märken
12993|86879|Heraldik|
12994|76688|Marknadsföring|Bild använd i marknadsföring
12995|76688|Bakelser|
12996|76688|Gustav II Adolf|Gustaf II Adolf
12997|33892|Ordnar|
12998|33892|Miniatyrer|
12999|33892|Detalj|Närbild Detaljer
13000|33892|Elefant|Elefanter Djur
13001|33892|Föremålsbild|
13002|42448|Bruksföremål|
13003|42448|Borr|
13004|42448|Föremålsbild|
13005|25330|Pagevärja|
13006|25330|Blankvapen|Vapen
13007|25330|Föremålsbild|
13008|25330|Svärd|Blankvapen
13009|8107|Detalj|Närbild Detaljer
13012|8107|Rock|Kläder Dräkter Ytterplagg Rockar
13013|8107|Persisk|
13014|8107|Kristina|Drottning Kristina
13015|8201|Monogram|
13016|8201|Detalj|Närbild Detaljer
13017|8201|Den oumbärliga väskan|Utställningar
13018|8201|Vit|Vita Vitt
13019|8201|Föremålsbild|
13020|85250|Skrivschatull|Förvaring
13021|85250|Schatull|Förvaringar
13022|85250|Förvaring|Förvara
13023|85250|Föremålsbild|
13024|8021|Väska|Väskor
13025|8021|Jaktväska|
13026|8021|Gröna|Grönt
13027|8021|Den oumbärliga väskan|Utställningar
13028|8021|Accessoarer|Dräkter Kläder
13029|8021|Karl XI|Carl XI
13030|8021|Föremålsbild|
13031|25328|Sigillstamp|Stämplar
13032|25328|Föremålsbild|
13033|8202|Bakelse|
13034|8202|Gustav II Adolf|Gustaf II Adolf
13035|8202|Marknadsföring|Bild använd i marknadsföring
13036|85153|Kristina|Drottning Kristina
13037|85153|1600-tal|
13038|85153|Rock|Kläder Dräkter Ytterplagg Rockar
13039|85153|Persisk|
13042|85153|Föremålsbild|
13043|67993|Detalj|Närbild Detaljer
13044|67993|Börs|
13045|67993|Den oumbärliga väskan|Utställningar
13050|8022|Blomma|Blommor
13051|8022|Detalj|Närbild Detaljer
13052|8022|Grått|Gråa
13054|8022|Broderad|Broderade
13055|8022|Den oumbärliga väskan|Utställningar
13056|42451|Ordnar|
13057|42451|Miniatyrer|
13058|42451|Kedja|
13059|42451|Föremålsbild|
13065|25331|Tavla|Tavlor
13066|25331|Minnesbilder|
13067|25331|Föremålsbild|
13068|16769|Sabel|Sablar Blankvapen
13069|16769|Föremålsbild|
13070|68133|Sabel|Sablar Blankvapen
13071|68133|Stämpel|Stämplar
13072|68133|Infanteriofficer|
13073|68133|Detalj|Närbild Detaljer
13074|68133|Föremålsbild|
13075|76692|Sabel|Sablar Blankvapen
13077|76692|Infanteriofficers|
13078|76692|Föremålsbild|
13079|87017|Sofia|
13082|87017|Släp|Kläder Dräkt
13083|87017|Röd|Rött Röda
13084|87017|Guldbröllop|
13085|87017|1800-tal|
13086|87017|Drottning|
13087|87017|Föremålsbild|
13088|87017|Dräkter|Kläder
13089|50827|Hårnålar|Accessoarer
13091|50827|Aftonväska|Aftonväskor
13092|50827|Föremålsbild|
13093|50827|1950-tal|
13094|50827|Sibylla|
13095|42268|Den oumbärliga väskan|Utställningar
13096|42268|Handväska|Handväskor
13097|42268|Förvaring|Förvara
13098|42268|Föremålsbild|
13099|85248|Bakelser|
13100|85248|Gustav II Adolf|Gustaf II Adolf
13101|85248|Föremålsbild|
13102|85248|Marknadsföring|Bild använd i marknadsföring
13103|25191|Monogram|
13104|25191|Adjutantväska|
13105|25191|Den oumbärliga väskan|Utställningar
13106|25191|Gustaf V|
13107|25191|Detalj|Närbild Detaljer
13108|25191|Föremålsbild|
13109|86759|Barnklänning|
13110|86759|Nättelduk|
13112|86759|Föremålsbild|
13113|86759|Barnkläder|Barndräkter
13114|8205|Föremålsbild|
13115|8205|Pagevärja|
13116|8205|Svärd|Blankvapen
13117|8205|Fäste|
13118|33890|Väska|Väskor
13119|33890|Portfölj|Väska Förvaring
13120|33890|Napoleon|
13121|33890|1800-tal|
13122|33890|Föremålsbild|
13123|33890|Röd|Rött Röda
13124|51010|Sabel|Sablar Blankvapen
13125|51010|Fäste|
13126|51010|Svärd|Blankvapen
13127|51010|Kavalleriofficer|
13128|51010|Föremålsbild|
13129|59569|Fickur|
13130|59569|Guld|
13131|59569|Baksida|Baksidor
13132|59569|Klocka|Ur Klockor
13133|59569|Tidmätning|
13134|59569|Föremålsbild|
13135|68130|Medalj|Medaljer
13136|68130|Tapperhet|
13137|68130|Föremålsbild|
13139|67950|Aftonväska|Aftonväskor
13140|67950|Detalj|Närbild Detaljer
13141|67950|Sibylla|
13142|67950|Pärlor|
13143|67950|Glaspärlor|
13144|67950|Den oumbärliga väskan|Utställningar
13145|67950|Jolles|
13146|67950|Föremålsbild|
13147|76689|Medalj|Medaljer
13148|76689|Tapperhet|
13149|76689|Föremålsbild|
13150|42265|Fågel|Fåglar Djur
13151|42265|Djurmönster|Djurmönstrat
13152|42265|Detalj|Närbild Detaljer
13153|42265|Karl XII|Carl XII
13154|42265|Den oumbärliga väskan|Utställningar
13155|42265|Broderad|Broderade
13156|42265|Kjortelsäck|
13157|42265|Föremålsbild|
13158|76509|Tofsar|
13159|76509|Detalj|Närbild Detaljer
13160|76509|Tassels|Tofsar
13161|76509|Den oumbärliga väskan|Utställningar
13162|86642|Fredrik I|
13163|86642|Serafimerorden|Ordnar
13164|86642|Kors|
13165|86642|Föremålsbild|
13167|16583|Grafik|Tryck
13170|16583|Ceremoniel|
13171|16583|Sofia Magdalena|
13172|16583|Pappersdokument|
13173|16583|Föremålsbild|
13174|86756|Krage|Kragar
13175|86756|Dräkter|Kläder
13176|86756|Detalj|Närbild Detaljer
13177|86756|1600-tal|
13178|86756|Föremålsbild|
13179|51007|Svärdsorden|
13180|51007|Föremålsbild|
13181|51007|Ordnar|
13182|33887|Bakelser|
13183|33887|Gustav II Adolf|Gustaf II Adolf
13185|33887|Marknadsföring|Bild använd i marknadsföring
13186|68131|Etui|Etuier Förvaringar Askar
13187|68131|Speldosa|Speldosor
13188|68131|Föremålsbild|
13189|86723|Hatt|Hattar Huvudbonader
13190|86723|Fjäder|Fjädrar
13191|86723|Karl XIII|Carl XIII
13192|86723|Stormhatt|Stormhattar
13193|86723|Accessoarer|Dräkter Kläder
13194|86723|Föremålsbild|
13200|76690|Speldosa|Speldosor
13201|76690|Föremålsbild|
13202|76690|Emaljering|
13203|67951|Väska|Väskor
13204|67951|Den oumbärliga väskan|Utställningar
13205|67951|Föremålsbild|
13206|86877|Skjorta|Skjortor Kläder
13207|86877|Karl XIII|Carl XIII
13208|86877|Föremålsbild|
13209|86877|Dräkter|Kläder
13210|59472|Kristina|Drottning Kristina
13211|59472|Rock|Kläder Dräkter Ytterplagg Rockar
13212|59472|1600-tal|
13213|59472|Persisk|
13214|59472|Dräkter|Kläder
13216|59472|Föremålsbild|
13217|59472|Växtdekor|Växtdekorer Dekoration
13218|8107|Foder|
13219|42446|Bakelse|
13220|42446|Gustav II Adolf|Gustaf II Adolf
13221|42446|Marknadsföring|Bild använd i marknadsföring
13222|42446|Stående|Marknadsföring
13223|86757|Axelgehäng|
13224|86757|Värja|Blankvapen
13225|86757|Karl X Gustav|Carl X Gustaf Carl X Gustav
13226|86757|Föremålsbild|
13227|85068|Detalj|Närbild Detaljer
