AusId|AusTitelS|AusOrtS|std_year|AusJahrS|AusDatumVonD|AusDatumBisD|AufAufgabeS|AobObjId
409|Den svenska historien||1993-1994||1993-03-21 00:00:00|1994-09-04 00:00:00|Livrustkammaren|61294;57067;39949;43110;43111;39948;61251;61248;61288;61287;61262;43160;61261;61247;43155;54183;43134;43133;43132;43131;43130;42760;43135;43162;43154;43112;43156;43157;43158;43159;43161;60216;61257;43114;43113;43136;56778;46324;46316;42753;41668;41667;39714;39713;61256;47167;61260;62803;53595;56776;56775;56774;56773;56772;56771;65999;61255;37700;61253;61254;56777;54184;61259;61252;52447;45901;41680;45933;52425;55475;52424;61047;50257;50258;37606;61045
410|Spelet om Skåne||1993||1993-03-21 00:00:00|1993-09-12 00:00:00|Livrustkammaren|61215;61224;61223;62150;61221;61225;61226;61219;61220;61217;61216;61222;61214;61213;61212;61211;54115;55571;62151;62149;62148;47279;57630;42628;58274;57629;55570;62152;61235;61234;61233;61231;37632;58600;59240;59239;59238;59237;61230;61229;61227;61232;61218;61228;59236
411|Helsingborg - ockuperad stad||1993||1993-03-15 00:00:00|1993-11-15 00:00:00|Livrustkammaren|41475;41857
412|I maktens skugga||1993||1993-03-21 00:00:00|1993-12-31 00:00:00|Livrustkammaren|37727;36540;44494;36541
413|Spelkort||1993||1993-08-07 00:00:00|1993-11-07 00:00:00|Livrustkammaren|55602;55601
414|Kring rysshärjningen 1719||1993-1994||1993-04-25 00:00:00|1994-01-31 00:00:00|Livrustkammaren|52430
415|Kungens hästar||1993||1993-04-03 00:00:00|1993-09-26 00:00:00|Livrustkammaren|66380;42881;67829;66382;66054;66381;67831;67828;67629;39945;39944;42880;54098;54099;54096;42879;54097
416|Estland-Sverige, Vår gemensamma||1993||1993-05-08 00:00:00|1993-08-31 00:00:00|Livrustkammaren|61450;41168;41169;41170;52841;39643;41165;61431;61430;61457;67563;41166;47148;67985;36779;41167
417|Basutställning||1993-1996||1993-10-01 00:00:00|1996-10-01 00:00:00|Livrustkammaren|46268
419|Estland - Sverige vår gemensamma historia (i Tallin)||||||Livrustkammaren|54164;54165
421|Flaggor. Från fälttåg till folkfest||1993||1993-06-12 00:00:00|1993-08-22 00:00:00|Livrustkammaren|53753;61419;61413;61414;56215;42850;47449;55755;47448
424|Prins Gustaf Adolf||1993||1993-05-29 00:00:00|1993-08-31 00:00:00|Livrustkammaren|36825;50063;46982;36830;36822;36823;36824;36922;47577;36924;55100;47575;46983;47574;36827;36923;47573;47578;55094;46964;46963;46895;46894;46892;46891;55096;36828;56487;49431;55099;48004;52182;36826;50064;55093;47570;36829;55095;47722;46979;64095;49141;49142;64094;49143;49432;47721;49140;48005;49435;47426;47427;49778;49777;47576;47995;58168;46981;46980;46978;50062;49437;49430;49433;49436;58169;58170;50948;57466;51873;51872;49158;49159;49434
425|Solen och Nordstjärnan - ...||1993-1994||1993-09-30 00:00:00|1994-01-09 00:00:00|Livrustkammaren|65870;60074;58224;62784;65871;66130;65869;65868;65867;66441;66368;65794;65732;65795;60073;60071;60070;60069;60068;60067;60066;60065;60064;60063;62780;56982;66444;67685;67684;67683;67682;67858;66250;51315;51296;65793;66125;65792;61981;61983;62785;62788;62781;66443;66411;62782;65797;65796;66126;67679;64115;64116;56138;57323;45911;45890;52458;52457;57881;37773;53876;67678;67906;68199;57993;58222;45912;66127;66128;45892;40435;41932;48776;57880;42955;42196;52174;56207;53417;66129;67840;53543;53534;53322;53617;67842;61714;67841;48755;56206;53627
426|Viborg||1993||1993-06-30 00:00:00|1993-12-31 00:00:00|Livrustkammaren|42812
427|Gustav IV Adolf i S:t Gallen||1993||1993-10-10 00:00:00|1993-12-12 00:00:00|Livrustkammaren|46766;46765;46771;46764;46767;46768;46770;46772;46755;46769;46763;46762;46761;46760;46759;46758;46773;46756;38950;46754;46753;46757;38952;46774;46779;38953;46731;38951;46780;46778;46777;46776;46775;45187
428|Petit voitures de promenade||1993||1993-10-10 00:00:00||Livrustkammaren|52172;52174;52173
429|Carl Robert Lamms samling||1993||1993-08-15 00:00:00|1993-09-17 00:00:00|Livrustkammaren|42017;37695;37696;36578;37698;42018
430|Hovdräkt anbefalles||1994-1995||1994-03-24 00:00:00|1995-01-31 00:00:00|Livrustkammaren|68416;68425;60157;68417;68418;68419;68420;68424;68427;68428;68421
434|The life of Hans Sachs||1994||1994-10-01 00:00:00|1994-12-31 00:00:00|Livrustkammaren|54145;43733
435|Helsingfors - en artilleristad||1994||1994-05-20 00:00:00|1994-07-31 00:00:00|Livrustkammaren|55500;55501;62133
436|Gustav II Adolf||1994-1995||1994-12-09 00:00:00|1995-12-09 00:00:00|Livrustkammaren|62169;67985;40813;62170;55544;55543;37699;37736;64070;57312;68003;67809;57154;67893;58019;58020;58021;67961;64069;66074
437|Dödens riter||1994-1995||1994-09-25 00:00:00|1995-04-01 00:00:00|Livrustkammaren|36505;61498;61412;36508;36506;36504;36503;36507
438|Karl XIV Johan||1994||1994-03-04 00:00:00|1994-06-01 00:00:00|Livrustkammaren|46132;46133;46134;42420;42421
439|I grevarnas tid||1994||1994-05-04 00:00:00|1994-09-30 00:00:00|Livrustkammaren|52110
440|Skånska kvinnor i historien -||1994||1994-06-16 00:00:00|1994-10-09 00:00:00|Livrustkammaren|55611
441|sommarutställning||1994||1994-06-09 00:00:00|1994-10-01 00:00:00|Livrustkammaren|56135
442|The White Eagle - 700 Years of .||1995||1995-06-01 00:00:00|1995-09-01 00:00:00|Livrustkammaren|48174;69093;67419;67645;67646;49570
444|Dar al-Islam||1996||1996-04-28 00:00:00|1996-10-27 00:00:00|Livrustkammaren|42734
447|statsbesök Lettland||1994-1995||1994-11-03 00:00:00|1995-12-31 00:00:00|Livrustkammaren|38144;38142;38143;38141;38140
448|Vikings and their descendants||1996-1997|1996|1996-06-01 00:00:00|1997-08-01 00:00:00|Livrustkammaren|52054;56089;40274;40273;47001;59974;52055;37698;37697;37696;37695;65250;36700;42908;36458;36457
449|Westfaliska freden||1997||1997-01-01 00:00:00|1997-12-31 00:00:00|Livrustkammaren|46542;39714;41751;47274;46256;46557;46543;46546
450|Kungens lockpipa ...||1995-1996||1995-12-15 00:00:00|1996-08-31 00:00:00|Livrustkammaren|45925;43995;62609;43733;42303;63506;63479;43835;43836;45907;37580;49801;43996;56269;56270;56271;56272;56276;55905;43999;37579;43005;49866;49867;49868;49869;64078;64079;62136;61242;62601;61244;46868;47498;51639;51640;51641;51496;50502;49808;54168;61243;43620;55906;56956;56957;41604;40631;40632;40633;40630;43850;43622;68067;43623;43624;43625;43755;43756;44303;44304;56958;43621;45623;49862;55912;51732;45590;45589;45649;45650;45651;43851;45622;55908;45624;45625;55778;56131;56127;56125;42045;68066;44502;40066;42140;42050;42049;42067;42066;40587;40763;39506;42071;40067;42072;37742;52439;52437;52435;53667;41992;37572;49864;40068;41984;49747;46816;50491;50412;50494;50493;53543;42997;42051;42271;42139;40156;39628;39489;40880;47440;47439;42055;42054;42950;47623;42141;66216;66215;48205;48204;50377;50376;50375;66220;47619;66223;47621;47620;49751;38729;47599;49877;49878;46243;48177;39818;42138;42137;42136;44426;44408;46863;37821;37820;66219;48174;49863;44387;44374;39093;48171;68357;68348;68346;68344;44323;46512;42421;46458;48787;42182;42088;45656;41929;36779;41956;45909;47839;45430;42133;40638;42061;66290;56747;68076;42998;40886;43751;39445;43616;44386;45533;40914;40915;40851;42420;42927;45910;46444;49583;49584;45756;49748;45926;45908;44477;40852;55885;39880;70352;70353;70354;70356;70357;39975;39976;70350;43739;70349;43998;54622;37481;37480;64856;47598;39977;45591;45144;44478;44464;44465;56086;56488;41605;41606;70351;44490;42304;45592;51747;70343;70344;70345;70346;70347;70348;44489;37435;37422;44207;44152;44153;53866;37196;39877;48173;44201;37434;44200;37386;37387;37358;37365;37360;37370;37361;46500;37421;44331;46487;46244;47191;47190;47790;58201;58202;42734;44206;44335;37453;44338;44332;44336;61152;61153;61154;61155;61156;43656;38423;37371;63916;47438;40759;40760;53913;53914;46818;64190;38424;55303;38422;38419;38409;46171;38418;38420;38421;45143;38425;36680;37454;37406;37407;36673;36674;36675;36676;36677;63917;36679;43752;36681;37409;51965;51966;37290;37291;42534;38619;36678
451|Kunglig barnkammare||1995|1995|1995-01-15 00:00:00||Livrustkammaren|58313;58071;58053;56633;56632;56631;58083;56635;58072;58114;58070;58069;58068;58061;58055;58190;58082;58167;42947;58182;58181;58174;58173;56634;57472;58052;58161;58120;58119;58118;58117;58116;58171;54228;58054;56252;56104;56101;56099;56254;55965;56255;51874;51880;51875;46017;46016;42948;55725;57089;58044;58043;58042;58038;58036;56253;56601;58191;56723;55755;70492;56304;56287;56256;57948;63784;62597;67904;63280;63279;63797;68004;63785;68006;63756;63755;63272;63271;62695;58189;63796;68537;58254;68009;62696;58045;68540;67905;68538;62596;68536;68064;68037;68036;68008;68007;68539;58230;62599;58243;58242;58241;58240;58251;58238;58252;58229;58228;58226;58194;58193;58192;58239;58960;59445;59444;61930;61516;61515;58244;60142;58314;58538;58317;58316;58315;58312;58253;61211;52185;42162;61227;61228;61229;42163;42960;45441;45453;45972;45995;45998;61225;52174;61224;54132;52980;36461;36729;37004;37550;37551;37581;37630;37708;42016;47499;61213;63657;54227;53875;56959;56960;56961;59236;59237;59238;59239;59240;61226;61212;38554;61214;61215;61216;61217;61218;61219;61220;61221;61222;61223;63656;60892;58121;37631
453|Basutställningen||1995-1997||1995-05-01 00:00:00|1997-05-01 00:00:00|Livrustkammaren|45806
454|Drottning i fiendeland||1995||1995-05-20 00:00:00|1995-09-01 00:00:00|Livrustkammaren|37706;56242;56237;56236;39114;56314;37684;37632;68528;42623
455|Gränslöst||1996||1996-09-12 00:00:00|1996-11-11 00:00:00|Livrustkammaren|70399;56982;70400
456|Om jakten i Sörmland||1995||1995-05-20 00:00:00|1995-05-20 00:00:00|Livrustkammaren|47692
458|Ätten Ribbing 700 år i Sverige||1995||1995-06-11 00:00:00|1995-08-15 00:00:00|Livrustkammaren|36749;36750
459|Om älg||1995||1995-05-19 00:00:00|1995-09-16 00:00:00|Livrustkammaren|48177
460|Gustav II Adolf||1997-1998||1997-11-15 00:00:00|1998-05-15 00:00:00|Livrustkammaren|41650;47148;54183
461|Freden i Brömsebro 350 år||1995||1995-08-07 00:00:00|1995-10-27 00:00:00|Livrustkammaren|38980
462|Gamla och Nya Operan||1995||1995-09-15 00:00:00|1995-11-15 00:00:00|Livrustkammaren|55613;55612
463|Tyska-svenska förbindelser 1628-||1996||1996-05-05 00:00:00|1996-07-31 00:00:00|Livrustkammaren|48421;39424;39423
464|Birth of the capital Warszaw||1996||1996-09-09 00:00:00|1996-12-31 00:00:00|Livrustkammaren|62532;48174
470|Det svenska Wiborg||1996||1996-06-04 00:00:00||Livrustkammaren|42812
471|Heraldisk Selskab||1996||1996-04-25 00:00:00|1996-10-01 00:00:00|Livrustkammaren|53735
472|Kung i tiden||1996||1996-06-01 00:00:00||Livrustkammaren|47719;47593;47720;64121;47594;37318;64120
473|Anna Vasa||1996||1996-09-15 00:00:00|1996-10-20 00:00:00|Livrustkammaren|36460
474|Baroque culture of Gottorp||1997||1997-05-15 00:00:00|1997-10-15 00:00:00|Livrustkammaren|52980
475|Arvfurstens palats från 1791||1996-1997||1996-11-15 00:00:00|1997-05-15 00:00:00|Livrustkammaren|37558;36702;37640
476|Königin Christina von Schweden jfr 1997:2||1997-1998||1997-11-01 00:00:00|1998-01-31 00:00:00|Livrustkammaren|46017;46016
477|Chambers och Adelcrantz||1997||1997-11-01 00:00:00||Livrustkammaren|37114
478|Åbo och Kalmarunionen||1997-1998||1997-06-13 00:00:00|1998-10-15 00:00:00|Livrustkammaren|57067;58616;59966;65383;59887
479|The European Journey of a Polish Prince||1997||1997-10-14 00:00:00|1997-12-14 00:00:00|Livrustkammaren|60016;60015;52108;69093;60017;60014;60013;60012;60011;60010;60009;60008;60007;62532;49576;48174
480|Basutställning i Marinmuseum|Marinmuseum|1997-2001|1997|1997-07-01 00:00:00|2001-02-01 00:00:00|Livrustkammaren|43462;52854;39725;40411;41114;47898;41779
481|Slottet brinner||1997||1997-05-07 00:00:00||Livrustkammaren|42728;42727;55550;55549;37722;37694;67897;37707;56006;36699;46750;46749;46748;46747;46746;46745;46744;46743;47277;39869;41878;46742;37723;63928;57665;57664;57318;57319;56430;55545;63933;63932;64010;67899;63929;67898;58000;58001;57998;57997;67390;67389;67993;42726;57867;46554;64011;52808;59361;44494;45167;50089;44495;52088;39786;36483;39966;36784;47370;68494
482|Silverskatter från Kreml. Svenska regenters gåvor||1997||1997-06-04 00:00:00|1997-09-07 00:00:00|Livrustkammaren|41377;56240;61297;76550;76541;76542;76543;76544;76545;76546;76547;76540;76549;76517;76551;76552;76553;76554;76555;76556;76557;76558;76559;76560;76561;76562;76548;76536;76525;76526;76527;76528;76529;76530;76531;76532;76533;76539;76535;76538;76537;76574;76523;76563;76522;76521;76520;76519;76524;76518;76534;76583;76572;76564;76590;76589;76588;76587;76586;76584;76582;76581;76580;76579;76578;76567;76565;76585;76566;76577;76568;76569;76570;76516;76573;76575;76576;76571
484|Den långa vägen till Ålands flagga||1997||1997-04-15 00:00:00|1997-08-31 00:00:00|Livrustkammaren|61482;61414
485|Königin Christina||1997-1998||1997-11-23 00:00:00|1998-03-01 00:00:00|Livrustkammaren|45535;42274;41992
486|Katarina den stora och Gustav III||1998-1999||1998-08-08 00:00:00|1999-03-15 00:00:00|Livrustkammaren|46635;46625;46636;42929;43850;46632;54227;46637;46634;46633;42110;43851;67851;46622;46620;46621;46619;67857;67856;67855;67854;46627;67852;46631;67863;67864;46624;46626;46638;46628;46629;46630;67853;57226;57458;58120;67865;55498;45143;55510;55142;55508;58015;55502;57996;57995;58082;67866;56287;68004;55509;55499;57459;46640;46623;58083;57988;57092;63299;46639;45687;45688;45689;45690;45691;40382;55511;63300
487|Arktis - Antarktis||1997-1998||1997-12-19 00:00:00|1998-04-19 00:00:00|Livrustkammaren|47931;50003
489|1648 - War and Peace in Europe||1997||1997-12-19 00:00:00||Livrustkammaren|66383;37782;36779;41667;41668;57312;37736
490|Pommerns historia - basutställning||1997||1997-12-19 00:00:00||Livrustkammaren|45532;52811
491|Basutställning||1998-2000||1998-09-01 00:00:00|2000-09-01 00:00:00|Livrustkammaren|58645;58648;58642;58646;58644;58643;58647
492|Vargen||1997-1998||1997-09-23 00:00:00|1998-09-30 00:00:00|Livrustkammaren|37550
493|Magnus Hansen||1997-1998||1997-08-01 00:00:00|1998-08-31 00:00:00|Livrustkammaren|41479;41480
494|Herrskap och tjänstefolk||1997-1998||1997-10-30 00:00:00|1998-03-01 00:00:00|Livrustkammaren|56883;36904;36903;36902;36901;36684;36683;37225;46657;56882;56885;56881;38281;47999;48001;48550;56884;37224
495|1648 Westfaliska freden||1997||1997-07-10 00:00:00|1997-07-10 00:00:00|Livrustkammaren|56815;56814
496|Mariakyrkans 750-årsjubileum||1997||1997-07-10 00:00:00||Livrustkammaren|39831
497|Den nya människan, frihetstiden i Östergötland||1997-1998||1997-11-30 00:00:00|1998-03-22 00:00:00|Livrustkammaren|39125;39123;39124;37664;39164;38783
498|Eagle and Three Crowns||2002|2002|2002-04-08 00:00:00|2002-07-07 00:00:00|Livrustkammaren|59195;36460;52108;59202;59201;59200;59199;59198;42283;59196;36458;59194;59193;59192;59191;59190;59188;59186;48174;59197;38614;39627;39317;42271;44139;52441;55423;46554;39146;49570;36457;67631;49581;44386;45748;62780;59187;69093;41991;42450;62718;62727;62726;42873;52055;59189;62724;62723;62722;62721;62720;62728;62725;62717;62716;62715;62714;62713;62712;62711;62710;50089;47611;62719;45171;42872;49576;43359;62532;67419;52054;39545;62729;45170;54580;54579;62732;62730;67645;62731;64362;62733;62734;62735;62736;62737;62738;67648;68073;28408
499|Östermalma 50 år||1997||1997-08-19 00:00:00|1997-08-24 00:00:00|Livrustkammaren|42997
500|Lars Kagg och Kaggeholm||1997||1997-08-20 00:00:00|1997-08-27 00:00:00|Livrustkammaren|50211
501|Finlands lejon||1997-1998||1997-11-27 00:00:00|1998-09-30 00:00:00|Livrustkammaren|61416
502|Fursten||1998-2000||1998-06-13 00:00:00|2000-06-13 00:00:00|Livrustkammaren|40429;46548;67563;46321;44494;37819;46539;66055;46547
503|Sveaborg 250 år||1998||1998-05-12 00:00:00|1998-09-30 00:00:00|Livrustkammaren|46443
504|1648 - Westfaliska freden||1998-1999||1998-05-06 00:00:00|1999-01-10 00:00:00|Livrustkammaren|49304;42302;42301;42300;42299;42564;40897;49305;61442;61440;61438;61436;60441;46016;60435;40896
505|Det judiska Stockholm||1998||1998-03-15 00:00:00|1998-12-31 00:00:00|Livrustkammaren|39162
506|Gustav III - Kläder för tid och evighet||1998||1998-01-15 00:00:00|1998-07-26 00:00:00|Livrustkammaren|67856;66368;58222;56257;37700;67857;67855;67854;67853;67852;55502;59346;62124;62125;55800;55799;60070;60069;67851;60068;48202;60066;60065;60064;49496;65732;48200;62619;64106;64105;62131;60063;62130;62129;57992;55496;67846;58116;55782;57996;56015;41597;48201;40429;48203;67985;55783;67863;67864;67865;67866;57995;58117;57352;67944;52447;55139;55140;42126;55146;55145;55144;57092;67436;55504;56345;55503;62133;67437;67438;57351;67848;57498;57499;59345;67439;67440;57398;57397;38863;55997;58033;57458;57988;57459;67942;67943;67945;67441;67946;67947;67948;56244;58032;55680;55681;55682;55683;55684;42112;58015;55500;55501;55498;55499;55801;48412;66633;72693;27176
507|1748 - En egen Swensk Riddare-Orden||1998||1998-04-28 00:00:00|1998-08-30 00:00:00|Livrustkammaren|38779;51483;52275;52276;52277;52278;52284;52285;52286;37321;37323;51480;38817;38849;39075;38297;55493;67838;38867;38278;37016;37427;37322;37446;42915;37087;37088;66914;37242;37241;61238;61239;61240;52309;51482;52311;51481;37447;37448;38346;38348;37320;37484;37485;37486;51479;37319;52310;38347;77864;77853;77854;77855;77856;77857;77859;77861;77865;77863;77866;77852;77862;77851;77850;77848;77849;77847;77846;77845;77844;77843;77842;77035;77034;77030;77858;77033;77860
508|Karl XII och Peter den store||1998-1999||1998-10-08 00:00:00|1999-03-14 00:00:00|Livrustkammaren|48761;48760;57299;57298;57297;37553;39119;39118;39127;69028;48421;67799;42125;39874;39873;68067;68066;68076;63286;63285;67677;50185;69029;37769;46501;45418;41855;49350;44272;40435;67797;44087;67798;48890;67435;67434;67433;67803;67802;67801;67800;43960;36756;42960;44305;37551;37550;52980;37581;48411;56957;54164;50404;63756;60893;61297;42734;44333;44334;44303;44304;40387;40518;56956;48753;45828;42045;56129;56128;36663;45428;41377;45748;52737;61060;45425;63755;49581;41132;40876;44386;46497;39483;39114;39113;54165;48774;65057;49341;64911;56747;56748;56240;65291;65050;65051;65052;65053;65054;45829;65056;65290;65058;65059;65060;65061;65062;65063;65064;60988;60989;55773;48422;49327;65055;52054;42463;39676;65049;52055;78075;78066;78067;78068;78069;78070;78071;78120;78073;78063;78076;78077;78078;78080;78083;78072;78057;78051;78052;76580;78053;78054;78065;78056;78064;78058;78059;78060;78061;78062;78086;78055;78112;78084;78105;78106;76467;78108;78109;78103;78111;78102;78113;78114;78115;78116;78117;77981;78110;78094;78048;78087;78088;78089;78090;78091;78104;78093;78085;78095;78096;78098;78099;78100;78101;78092;78008;78001;78002;78003;78004;78005;78050;78007;77998;78009;78010;78011;78012;78013;78014;78006;77992;77982;77984;77986;77987;77988;77989;78000;77991;77999;77993;77994;77995;77996;77997;78017;77990;78042;78015;78035;78036;78037;78038;78039;78033;78041;78032;78043;78044;78045;78046;78047;78121;78040;78025;78049;78018;78020;78019;78021;78022;78034;78024;78016;78026;78027;78028;78029;78030;78031;78023;78202;78210;78208;78207;78205;78206;78119;78203;78214;78200;78199;78198;78197;78196;78195;78204;78220;78228;78227;78226;78225;78224;78223;78212;78221;78213;78219;78218;78217;78216;78215;78188;78222;78161;78194;78170;78167;78166;78165;78164;78172;78162;78173;78160;78159;78158;78156;78155;78154;78163;78180;78231;78187;78186;78185;78184;78183;78171;78181;78192;78179;78178;78177;78176;78175;78174;78182;78148;78264;78141;78142;78143;78144;78145;78138;78147;78137;78149;78150;78151;78152;78266;78229;78146;78130;78122;78123;78124;78125;78126;78127;78139;78129;78263;78131;78132;78133;78134;78135;78136;78128;78237;78265;78244;78243;78242;78241;78240;78246;78238;78247;78236;78235;78234;78233;78232;77983;78239;78254;78262;78261;78260;78259;78258;78257;78245;78255;78230;78253;78252;78251;78250;78249;78248;78256;77942;77955;77954;77953;77952;77951;77950;77949;77948;77947;77946;77945;77944;77956;77943;77941;77940;77939;77938;77937;77936;76574;77935;77934;77933;78153;77985;76579;77972;77980;76585;77957;77977;77976;77979;77975;77973;77978;77971;77970;77969;77968;77967;76575;77960;77974;77965;77961;77962;77959;76581;77963;77964;77958
509|Gustav III:s publika spisningar||1998||1998-02-07 00:00:00|1998-11-30 00:00:00|Livrustkammaren|53795;45924;45911
510|Två Vasakvinnor||1998||1998-05-23 00:00:00|1998-08-30 00:00:00|Livrustkammaren|36460
511|Om slaget vid Stångebro||1998||1998-05-16 00:00:00|1998-10-18 00:00:00|Livrustkammaren|49295;42520;42528;55445;47370
512|Kungliga Riddarordnarna 250 år||1998|1998|1998-04-28 00:00:00|1998-12-01 00:00:00|Livrustkammaren|36458;36457;38614;57222;56135
513|Karl XIV Johan - en europeisk karriär||1998-1999||1998-05-20 00:00:00|1999-08-15 00:00:00|Livrustkammaren|54156;54155;62154;62153;46537;41765;39109;39097;45756;43749;48765;45907;45908;45909;45910;47498;37030;66663
514|Maktens ansikten||1998-1999||1998-05-31 00:00:00|1999-06-13 00:00:00|Livrustkammaren|36779
515|Drottning Fredrika||1999||1999-06-01 00:00:00||Livrustkammaren|37661;37662;38981;39165
516|1648 Westfaliska freden||1998||1998-05-06 00:00:00|1998-10-31 00:00:00|Livrustkammaren|67899;67955;67957;67897
517|Die Alten Schweden - Legende, Wirklichkeit und ...||1998||1998-06-20 00:00:00|1998-08-30 00:00:00|Livrustkammaren|41876;49581
518|Uddevalla 500 år||1998||1998-06-20 00:00:00||Livrustkammaren|67435
520|Stadens speglingar av kosmos||1998-1999||1998-09-10 00:00:00|1999-10-01 00:00:00|Livrustkammaren|43640;43639
521|1748 - En egen Swensk Riddare-Orden||1998-1999||1998-10-12 00:00:00|1999-01-17 00:00:00|Livrustkammaren|52277;38849;42915;51479;51480;51481;38817;52276;38297;52309;52310;52311;55493;52275;61238;38346;38278;37486;37484;37448;37427;37447;37446;37242;37158;37157;37016;38347;38348;61240;67838;38867;37485;38863;51482;51483;61239
522|Kungafärder i Norge||1999||1999-04-23 00:00:00|1999-11-01 00:00:00|Livrustkammaren|39473;57848;51802;45815;37799;39472;68011;39455;39471
523|Jag är dödlig||1998-1999||1998-10-12 00:00:00|1999-01-17 00:00:00|Livrustkammaren|47432
524|Wawel 1000-2000||2000||2000-05-05 00:00:00|2000-07-30 00:00:00|Livrustkammaren|39545;45170;45171
525|Die Farben Schwarz||1999||1999-05-27 00:00:00|1999-10-31 00:00:00|Livrustkammaren|55804;56171;55838;55808;55829
526|Silver, siden, skrud och kista||1999||1999-03-31 00:00:00|1999-12-31 00:00:00|Livrustkammaren|56815;36533;67893;55875;55876;56814
527|Katarina den stora & Gustav III i Eremitaget||1999||1999-04-27 00:00:00|1999-09-12 00:00:00|Livrustkammaren|46627;60892;67855;45691;45690;46628;46634;66250;46637;37700;57226;43850;42110;67853;67851;55511;43851;40382;67856;42929;58015;56287;45687;46640;67852;46638;67854;46620
529|Armémuseum basutställning||2000||2000-03-01 00:00:00||Livrustkammaren|52841;44493
530|Gamla Uppsala||||||Livrustkammaren|47448;59088;47449;39863
531|Falkjakt||1999||1999-03-30 00:00:00||Livrustkammaren|39093
532|En oskriven historia||1999||1999-05-14 00:00:00||Livrustkammaren|52032;51963;52031;52033;45428;36739;51962;51065;47033;49613;50068;50069;50521;50530;50531;50545;50546;50603;51064;49612;49831;50773;50774;50941;50942;50991;51013;51014;58169;50604;49671;49800;37793;41672;45191;47388;47389;47509;49013;49853;49668;49832;49685;49686;49687;49688;49698;49699;49751;49799;58168;49667;46671;57194;57195;57197;57198;57461;60987;61492;62603;51015;65861;41765;46672;46673;49854;46674;46675;46676;46677;46678;65790;68751;58170;57466;64174;67389;67390;68740;68744;68745;51352;68749;41766;68772;68778;68781;68785;41678;41679;41680;41681;46679;68747;51650;68767;51658;51657;51656;51655;51654;51653;51660;51651;51661;51649;51648;51647;51646;51645;51644;51643;51504;51652;51675;51686;51685;51684;51683;51682;51681;49752;51679;51659;51676;51678;51674;51673;51672;51671;51670;51669;51663;51662;51677;44348;52046;52047;52048;52049;52050;52051;67305;43680;43703;43716;52045;44339;44404;44354;44355;44356;44358;44361;44366;51680;44405;45715;51838;68427;43718;52034;52044;46872;52035;52036;52037;52038;52040;52041;52042;52043;52039
533|Drottningar - kvinnlighet och makt||1999||1999-11-14 00:00:00||Livrustkammaren|47533;38988;39168;42610;56627;42617;42274;47022;51616;55600;56365;37583;46806;51628;56282;51599;63984;63985;51602;51603;51834;54613;56350;61163;60446;37500;50105;48311;47707;56281;49950;48953;39165;37667;39149;37684;62793;43296;43297;59186;69630;52188;41429;63283;51598;40233;56626;37717;37501;37693;45715;49748;51054;63874;63875;40235;63284;39245;54339;49949;60015;37754;57426;57565;57566;39176;60007;60008;60009;37753;60010;60011;60012;58258;60014;37740;60016;60017;42264;58073;47761;48590;47033;48927;36973;47040;48750;48431;48450;60013;58152;51597;46620;45814;65863;65862;62408;60766;60759;55482;54208;51611;57295;48455;45761;56265;46872;37543;37686;37685;37498;58067;56266;58147;60445;58282;41430;62596;56628;57427;36460;46626;48928;37499;61969;42758;42757;61971;45555;47581;37502;48932;45689;69632;69631;60758;60748;48949;45554;48939;48948;48947;48946;48945;48944;57474;48942;48929;48940;48930;48938;48937;48936;48935;48934;48933;48931;47580;46936;47579;39175;53822;37774;62145;62146;62147;64084;42987;37661;36520;58139;58289;42265;55640;53228;59974;37662;64085;39130;49747;49751;67775;37646;55407;42735;45569;39174;45568;45185;52950;55641;53881;64114;57882;57883;36731;48943;61972;48952;51877;48941;48950;58302;61297;48284;67133;48336;58275;39205;55659;64192;49916;51878;67132;51879;63652;63653;58140;58535;60765;48293;65864;50493;65865;36533;56723;48334;48335;65074;48959;57265;48966;48965;48963;48980;48967;48960;48964;48958;48957;48956;48955;48954;48951;48961;48976;48962;48973;48968;48974;48971;48972;48975;49012;48977;48970;48978;48979;48969;79212;79204;79203;79202;79201;79206;79200;79205;79207;79208;79211;79199;79219;79213;79217;79214;79216;79215;79209;79041;79038;79036;79035;79237;79220;79039;79042;79040;79052;79043;79044;79045;79046;79047;79051;79249;79259;79258;79257;79256;79255;79254;79253;79241;79251;79240;79250;79235;79243;79244;79245;79246;79247;79248;79252;79229;79221;79222;79223;79224;79225;79226;79260;79228;79242;79230;79233;79234;79266;79236;79261;79238;79239;79227;21634;21650
534|Kunglig tid||1999||1999-12-17 00:00:00||Livrustkammaren|37696;36768;37658;36565;37691;55528;36483;37697;37698;37695;37659;37687;45532;36566;65274;55529;79177;79169;79170;79178;79179;79176;79175;79174;79173;79172;79171
535|Bärnsten - den levande stenen||1999||1999-05-04 00:00:00|1999-08-30 00:00:00|Livrustkammaren|38921;38927;38926;38925;38924;38922;38920;38923
536|Det är han som skall göra't||1999-2000||1999-05-09 00:00:00|2000-04-28 00:00:00|Livrustkammaren|41668;41667;68003
540|Museum Tre Kronor||1999-2006||1999-12-01 00:00:00|2006-12-31 00:00:00|Livrustkammaren|62148;55570;62150;62151;62149
